transaction_id,transaction_date,sender_id,receiver_id,origin_country,destination_country,sender_bank,receiver_bank,currency,amount_usd,transaction_type,customer_segment,purpose_code,risk_rating
TXN001069,2025-05-15,CUST_A105,RCV_B206,USA,ARE,Continental Finance,Harbor Bank,USD,73174.91,ACH,Corporate,Capital Goods,Medium
TXN001070,2025-05-15,CUST_A101,RCV_B202,USA,DEU,Continental Finance,Mercury Trust,USD,82348.75,Wire,Corporate,Capital Goods,Medium
TXN001071,2025-05-16,CUST_A106,RCV_B201,GBR,USA,Continental Finance,Atlantic Bank,USD,17827.3,Trade Finance,SME,Family Support,Medium
TXN001072,2025-05-16,CUST_A104,RCV_B206,USA,ZAF,Harbor Bank,Mercury Trust,USD,1701.25,Trade Finance,Retail,Services,Low
TXN001073,2025-05-16,CUST_A106,RCV_B206,USA,DEU,Mercury Trust,Atlantic Bank,USD,7503.29,ACH,SME,Capital Goods,Medium
TXN001074,2025-05-17,CUST_A101,RCV_B201,USA,ARE,Continental Finance,Continental Finance,USD,69948.49,Remittance,Corporate,Services,Medium
TXN001075,2025-05-17,CUST_A106,RCV_B201,USA,GBR,Harbor Bank,Atlantic Bank,USD,22835.35,Wire,SME,Invoice Payment,Medium
TXN001076,2025-05-17,CUST_A104,RCV_B204,USA,GBR,Continental Finance,Harbor Bank,USD,884.43,Remittance,Retail,Capital Goods,Low
TXN001077,2025-05-18,CUST_A101,RCV_B204,USA,DEU,Harbor Bank,Atlantic Bank,USD,29592.98,Remittance,Corporate,Invoice Payment,Medium
TXN001078,2025-05-18,CUST_A104,RCV_B203,USA,GBR,Continental Finance,Atlantic Bank,USD,1211.33,Remittance,Retail,Intercompany Transfer,Low
TXN001079,2025-05-18,CUST_A102,RCV_B206,USA,ARE,Mercury Trust,Atlantic Bank,USD,6934.93,Trade Finance,SME,Invoice Payment,Low
TXN001080,2025-05-18,CUST_A101,RCV_B201,USA,ZAF,Continental Finance,Atlantic Bank,USD,156612.17,Remittance,Corporate,Services,Medium
TXN001081,2025-05-18,CUST_A103,RCV_B202,USA,DEU,Harbor Bank,Atlantic Bank,USD,152646.76,Trade Finance,NBFI,Capital Goods,High
TXN001082,2025-05-19,CUST_A103,RCV_B202,USA,GBR,Atlantic Bank,Continental Finance,USD,87971.49,Wire,NBFI,Services,High
TXN001083,2025-05-19,CUST_A106,RCV_B201,USA,DEU,Mercury Trust,Harbor Bank,USD,13388.83,Remittance,SME,Invoice Payment,Medium
TXN001084,2025-05-20,CUST_A101,RCV_B201,USA,ZAF,Harbor Bank,Atlantic Bank,USD,35644.86,Trade Finance,Corporate,Invoice Payment,Medium
TXN001085,2025-05-20,CUST_A103,RCV_B204,USA,DEU,Continental Finance,Mercury Trust,USD,135816.67,Trade Finance,NBFI,Family Support,High
TXN001086,2025-05-20,CUST_A102,RCV_B205,USA,RUS,Harbor Bank,Harbor Bank,USD,2903.3,ACH,SME,Family Support,Low
TXN001087,2025-05-20,CUST_A102,RCV_B203,USA,RUS,Mercury Trust,Atlantic Bank,USD,18804.28,Wire,SME,Capital Goods,Low
TXN001088,2025-05-20,CUST_A103,RCV_B204,USA,GBR,Mercury Trust,Harbor Bank,USD,123140.83,Wire,NBFI,Family Support,High
TXN001089,2025-05-20,CUST_A101,RCV_B204,USA,RUS,Mercury Trust,Mercury Trust,USD,143665.17,Trade Finance,Corporate,Intercompany Transfer,Medium
TXN001090,2025-05-20,CUST_A104,RCV_B204,GBR,USA,Atlantic Bank,Continental Finance,USD,1844.95,Remittance,Retail,Intercompany Transfer,Low
TXN001091,2025-05-20,CUST_A103,RCV_B203,GBR,USA,Mercury Trust,Harbor Bank,USD,84219.47,ACH,NBFI,Services,High
TXN001412,2025-05-20,CUST_A106,RCV_B206,USA,ARE,Atlantic Bank,Harbor Bank,USD,510000.0,Wire,SME,Intercompany Transfer,Medium
TXN001092,2025-05-21,CUST_A106,RCV_B201,USA,ARE,Atlantic Bank,Mercury Trust,USD,48486.65,Remittance,SME,Family Support,Medium
TXN001093,2025-05-21,CUST_A105,RCV_B204,USA,GBR,Harbor Bank,Harbor Bank,USD,77413.89,Wire,Corporate,Capital Goods,Medium
TXN001094,2025-05-21,CUST_A103,RCV_B205,USA,GBR,Mercury Trust,Harbor Bank,USD,109994.15,Remittance,NBFI,Invoice Payment,High
TXN001095,2025-05-21,CUST_A106,RCV_B203,USA,RUS,Harbor Bank,Mercury Trust,USD,14225.56,ACH,SME,Services,Medium
TXN001096,2025-05-21,CUST_A104,RCV_B203,USA,DEU,Harbor Bank,Continental Finance,USD,1488.65,ACH,Retail,Services,Low
TXN001097,2025-05-21,CUST_A101,RCV_B202,USA,RUS,Atlantic Bank,Continental Finance,USD,49562.48,Wire,Corporate,Capital Goods,Medium
TXN001098,2025-05-21,CUST_A105,RCV_B203,USA,ZAF,Harbor Bank,Atlantic Bank,USD,105265.85,ACH,Corporate,Invoice Payment,Medium
TXN001099,2025-05-21,CUST_A104,RCV_B204,USA,ZAF,Continental Finance,Continental Finance,USD,1060.76,ACH,Retail,Capital Goods,Low
TXN001414,2025-05-21,CUST_A104,RCV_B201,USA,ZAF,Mercury Trust,Continental Finance,USD,5624.28,Remittance,Retail,Family Support,Low
TXN001415,2025-05-21,CUST_A104,RCV_B202,USA,ZAF,Mercury Trust,Continental Finance,USD,5526.38,Remittance,Retail,Family Support,Low
TXN001416,2025-05-21,CUST_A104,RCV_B203,USA,ZAF,Mercury Trust,Continental Finance,USD,4060.0,Remittance,Retail,Family Support,Low
TXN001417,2025-05-21,CUST_A104,RCV_B204,USA,ZAF,Mercury Trust,Continental Finance,USD,12734.77,Remittance,Retail,Family Support,Low
TXN001418,2025-05-21,CUST_A104,RCV_B205,USA,ZAF,Mercury Trust,Continental Finance,USD,5555.36,Remittance,Retail,Family Support,Low
TXN001419,2025-05-21,CUST_A104,RCV_B206,USA,ZAF,Mercury Trust,Continental Finance,USD,7394.12,Remittance,Retail,Family Support,Low
TXN001420,2025-05-21,CUST_A104,RCV_B201,USA,ZAF,Mercury Trust,Continental Finance,USD,5336.83,Remittance,Retail,Family Support,Low
TXN001421,2025-05-21,CUST_A104,RCV_B202,USA,ZAF,Mercury Trust,Continental Finance,USD,5299.39,Remittance,Retail,Family Support,Low
TXN001422,2025-05-21,CUST_A104,RCV_B203,USA,ZAF,Mercury Trust,Continental Finance,USD,5115.9,Remittance,Retail,Family Support,Low
TXN001423,2025-05-21,CUST_A104,RCV_B204,USA,ZAF,Mercury Trust,Continental Finance,USD,3487.95,Remittance,Retail,Family Support,Low
TXN001424,2025-05-21,CUST_A104,RCV_B205,USA,ZAF,Mercury Trust,Continental Finance,USD,5672.0,Remittance,Retail,Family Support,Low
TXN001425,2025-05-21,CUST_A104,RCV_B206,USA,ZAF,Mercury Trust,Continental Finance,USD,5203.37,Remittance,Retail,Family Support,Low
TXN001100,2025-05-22,CUST_A103,RCV_B202,USA,ZAF,Mercury Trust,Harbor Bank,USD,54077.0,Trade Finance,NBFI,Capital Goods,High
TXN001101,2025-05-22,CUST_A106,RCV_B205,USA,ARE,Atlantic Bank,Atlantic Bank,USD,8313.66,Wire,SME,Family Support,Medium
TXN001102,2025-05-22,CUST_A103,RCV_B205,USA,ARE,Mercury Trust,Continental Finance,USD,325092.7,Trade Finance,NBFI,Family Support,High
TXN001103,2025-05-22,CUST_A101,RCV_B202,USA,ZAF,Atlantic Bank,Atlantic Bank,USD,60139.19,Wire,Corporate,Capital Goods,Medium
TXN001104,2025-05-22,CUST_A101,RCV_B202,USA,RUS,Mercury Trust,Continental Finance,USD,50323.89,Wire,Corporate,Services,Medium
TXN001105,2025-05-22,CUST_A102,RCV_B205,USA,DEU,Atlantic Bank,Mercury Trust,USD,11024.12,ACH,SME,Services,Low
TXN001106,2025-05-23,CUST_A106,RCV_B203,USA,ARE,Mercury Trust,Harbor Bank,USD,19094.48,Wire,SME,Invoice Payment,Medium
TXN001107,2025-05-23,CUST_A101,RCV_B205,USA,ZAF,Atlantic Bank,Harbor Bank,USD,62915.28,ACH,Corporate,Invoice Payment,Medium
TXN001108,2025-05-23,CUST_A102,RCV_B204,GBR,USA,Atlantic Bank,Atlantic Bank,USD,12970.13,ACH,SME,Family Support,Low
TXN001109,2025-05-23,CUST_A104,RCV_B202,GBR,USA,Continental Finance,Mercury Trust,USD,4057.01,Trade Finance,Retail,Family Support,Low
TXN001110,2025-05-23,CUST_A102,RCV_B205,USA,ZAF,Harbor Bank,Harbor Bank,USD,24498.06,Wire,SME,Capital Goods,Low
TXN001111,2025-05-23,CUST_A105,RCV_B204,USA,DEU,Harbor Bank,Mercury Trust,USD,25418.91,Trade Finance,Corporate,Capital Goods,Medium
TXN001112,2025-05-23,CUST_A105,RCV_B206,USA,RUS,Harbor Bank,Harbor Bank,USD,97269.31,Remittance,Corporate,Invoice Payment,Medium
TXN001113,2025-05-24,CUST_A101,RCV_B205,USA,ZAF,Harbor Bank,Atlantic Bank,USD,253054.53,Remittance,Corporate,Intercompany Transfer,Medium
TXN001114,2025-05-24,CUST_A101,RCV_B202,USA,RUS,Harbor Bank,Atlantic Bank,USD,137773.69,Wire,Corporate,Family Support,Medium
TXN001115,2025-05-24,CUST_A101,RCV_B204,USA,GBR,Continental Finance,Harbor Bank,USD,194389.13,ACH,Corporate,Family Support,Medium
TXN001116,2025-05-24,CUST_A104,RCV_B206,USA,DEU,Continental Finance,Harbor Bank,USD,1927.87,ACH,Retail,Invoice Payment,Low
TXN001117,2025-05-24,CUST_A104,RCV_B204,USA,ZAF,Atlantic Bank,Continental Finance,USD,1032.84,Remittance,Retail,Services,Low
TXN001118,2025-05-24,CUST_A103,RCV_B201,USA,DEU,Atlantic Bank,Harbor Bank,USD,144697.43,ACH,NBFI,Capital Goods,High
TXN001119,2025-05-24,CUST_A103,RCV_B203,USA,RUS,Continental Finance,Mercury Trust,USD,122429.55,ACH,NBFI,Capital Goods,High
TXN001120,2025-05-24,CUST_A103,RCV_B203,USA,GBR,Continental Finance,Harbor Bank,USD,209101.32,Trade Finance,NBFI,Intercompany Transfer,High
TXN001121,2025-05-24,CUST_A101,RCV_B206,USA,ZAF,Mercury Trust,Harbor Bank,USD,70488.65,Remittance,Corporate,Intercompany Transfer,Medium
TXN001122,2025-05-24,CUST_A106,RCV_B203,USA,ARE,Continental Finance,Harbor Bank,USD,13284.05,Wire,SME,Family Support,Medium
TXN001123,2025-05-25,CUST_A106,RCV_B206,USA,RUS,Mercury Trust,Atlantic Bank,USD,9797.79,Wire,SME,Services,Medium
TXN001124,2025-05-25,CUST_A104,RCV_B201,USA,ARE,Mercury Trust,Atlantic Bank,USD,1870.07,ACH,Retail,Intercompany Transfer,Low
TXN001125,2025-05-25,CUST_A102,RCV_B205,USA,RUS,Mercury Trust,Mercury Trust,USD,22798.23,ACH,SME,Family Support,Low
TXN001126,2025-05-25,CUST_A106,RCV_B202,USA,DEU,Continental Finance,Continental Finance,USD,24662.55,Wire,SME,Intercompany Transfer,Medium
TXN001127,2025-05-25,CUST_A103,RCV_B204,USA,ZAF,Harbor Bank,Atlantic Bank,USD,182143.01,Trade Finance,NBFI,Capital Goods,High
TXN001128,2025-05-25,CUST_A102,RCV_B201,USA,GBR,Mercury Trust,Atlantic Bank,USD,24523.95,ACH,SME,Invoice Payment,Low
TXN001129,2025-05-25,CUST_A104,RCV_B204,USA,RUS,Mercury Trust,Mercury Trust,USD,1893.13,Remittance,Retail,Invoice Payment,Low
TXN001130,2025-05-25,CUST_A105,RCV_B203,USA,ARE,Atlantic Bank,Continental Finance,USD,72817.69,Remittance,Corporate,Intercompany Transfer,Medium
TXN001131,2025-05-25,CUST_A106,RCV_B201,USA,DEU,Atlantic Bank,Atlantic Bank,USD,14729.18,Remittance,SME,Invoice Payment,Medium
TXN001132,2025-05-25,CUST_A102,RCV_B201,USA,ARE,Atlantic Bank,Atlantic Bank,USD,29919.5,ACH,SME,Family Support,Low
TXN001133,2025-05-26,CUST_A101,RCV_B203,USA,DEU,Atlantic Bank,Continental Finance,USD,80545.05,Remittance,Corporate,Invoice Payment,Medium
TXN001134,2025-05-26,CUST_A103,RCV_B204,GBR,USA,Mercury Trust,Harbor Bank,USD,156008.03,ACH,NBFI,Invoice Payment,High
TXN001135,2025-05-26,CUST_A106,RCV_B201,USA,DEU,Atlantic Bank,Atlantic Bank,USD,18989.61,ACH,SME,Intercompany Transfer,Medium
TXN001136,2025-05-26,CUST_A101,RCV_B206,USA,ZAF,Mercury Trust,Atlantic Bank,USD,98240.53,Remittance,Corporate,Intercompany Transfer,Medium
TXN001137,2025-05-26,CUST_A104,RCV_B204,GBR,USA,Mercury Trust,Harbor Bank,USD,1873.16,ACH,Retail,Intercompany Transfer,Low
TXN001138,2025-05-26,CUST_A106,RCV_B202,GBR,USA,Continental Finance,Harbor Bank,USD,4583.52,Remittance,SME,Intercompany Transfer,Medium
TXN001139,2025-05-27,CUST_A103,RCV_B202,USA,DEU,Continental Finance,Continental Finance,USD,63918.98,ACH,NBFI,Invoice Payment,High
TXN001140,2025-05-27,CUST_A105,RCV_B205,GBR,USA,Harbor Bank,Atlantic Bank,USD,137160.97,Wire,Corporate,Family Support,Medium
TXN001141,2025-05-27,CUST_A102,RCV_B205,USA,ARE,Mercury Trust,Mercury Trust,USD,8283.64,Trade Finance,SME,Services,Low
TXN001142,2025-05-27,CUST_A102,RCV_B206,USA,ARE,Harbor Bank,Harbor Bank,USD,47545.21,Trade Finance,SME,Capital Goods,Low
TXN001143,2025-05-27,CUST_A101,RCV_B204,USA,ARE,Harbor Bank,Continental Finance,USD,109256.99,Wire,Corporate,Invoice Payment,Medium
TXN001144,2025-05-27,CUST_A101,RCV_B206,USA,ARE,Mercury Trust,Atlantic Bank,USD,108274.68,ACH,Corporate,Services,Medium
TXN001145,2025-05-27,CUST_A105,RCV_B205,USA,GBR,Mercury Trust,Harbor Bank,USD,48232.72,Remittance,Corporate,Invoice Payment,Medium
TXN001146,2025-05-27,CUST_A106,RCV_B205,USA,RUS,Atlantic Bank,Continental Finance,USD,15871.57,ACH,SME,Invoice Payment,Medium
TXN001147,2025-05-27,CUST_A102,RCV_B206,USA,ZAF,Mercury Trust,Mercury Trust,USD,11805.64,Trade Finance,SME,Capital Goods,Low
TXN001148,2025-05-28,CUST_A101,RCV_B202,GBR,USA,Harbor Bank,Harbor Bank,USD,81341.98,Wire,Corporate,Invoice Payment,Medium
TXN001149,2025-05-28,CUST_A106,RCV_B206,USA,DEU,Atlantic Bank,Harbor Bank,USD,8724.13,Remittance,SME,Family Support,Medium
TXN001150,2025-05-28,CUST_A105,RCV_B201,USA,GBR,Atlantic Bank,Harbor Bank,USD,113842.37,Wire,Corporate,Invoice Payment,Medium
TXN001151,2025-05-28,CUST_A101,RCV_B203,GBR,USA,Continental Finance,Harbor Bank,USD,58162.2,Wire,Corporate,Services,Medium
TXN001152,2025-05-28,CUST_A102,RCV_B201,USA,RUS,Mercury Trust,Atlantic Bank,USD,22463.08,Trade Finance,SME,Services,Low
TXN001153,2025-05-28,CUST_A101,RCV_B203,USA,GBR,Harbor Bank,Mercury Trust,USD,96851.98,Wire,Corporate,Invoice Payment,Medium
TXN001154,2025-05-28,CUST_A104,RCV_B202,USA,GBR,Mercury Trust,Harbor Bank,USD,1653.03,ACH,Retail,Family Support,Low
TXN001155,2025-05-29,CUST_A101,RCV_B204,USA,RUS,Continental Finance,Atlantic Bank,USD,86560.39,Wire,Corporate,Invoice Payment,Medium
TXN001156,2025-05-29,CUST_A106,RCV_B205,GBR,USA,Atlantic Bank,Harbor Bank,USD,14532.61,Trade Finance,SME,Invoice Payment,Medium
TXN001157,2025-05-29,CUST_A101,RCV_B204,USA,GBR,Continental Finance,Mercury Trust,USD,106013.81,Trade Finance,Corporate,Services,Medium
TXN001158,2025-05-29,CUST_A102,RCV_B201,USA,RUS,Harbor Bank,Atlantic Bank,USD,11165.67,Wire,SME,Services,Low
TXN001159,2025-05-30,CUST_A106,RCV_B205,USA,ARE,Continental Finance,Continental Finance,USD,15199.96,Remittance,SME,Family Support,Medium
TXN001160,2025-05-30,CUST_A106,RCV_B202,USA,ARE,Harbor Bank,Continental Finance,USD,11808.54,ACH,SME,Family Support,Medium
TXN001161,2025-05-30,CUST_A103,RCV_B203,USA,DEU,Continental Finance,Harbor Bank,USD,197154.93,Trade Finance,NBFI,Capital Goods,High
TXN001162,2025-05-30,CUST_A106,RCV_B201,USA,RUS,Harbor Bank,Continental Finance,USD,6230.55,Remittance,SME,Family Support,Medium
TXN001163,2025-05-30,CUST_A102,RCV_B202,USA,ZAF,Mercury Trust,Continental Finance,USD,14233.65,Wire,SME,Invoice Payment,Low
TXN001164,2025-05-30,CUST_A106,RCV_B206,USA,RUS,Continental Finance,Mercury Trust,USD,16789.72,Remittance,SME,Family Support,Medium
TXN001165,2025-05-30,CUST_A103,RCV_B203,USA,DEU,Harbor Bank,Harbor Bank,USD,237618.87,ACH,NBFI,Capital Goods,High
TXN001166,2025-05-30,CUST_A101,RCV_B201,USA,ZAF,Harbor Bank,Atlantic Bank,USD,71557.66,Trade Finance,Corporate,Services,Medium
TXN001167,2025-05-31,CUST_A102,RCV_B201,USA,ZAF,Continental Finance,Mercury Trust,USD,14268.54,Remittance,SME,Invoice Payment,Low
TXN001168,2025-05-31,CUST_A101,RCV_B202,USA,RUS,Mercury Trust,Mercury Trust,USD,79641.07,Wire,Corporate,Intercompany Transfer,Medium
TXN001169,2025-05-31,CUST_A106,RCV_B202,USA,GBR,Mercury Trust,Mercury Trust,USD,12566.32,ACH,SME,Services,Medium
TXN001170,2025-05-31,CUST_A101,RCV_B201,USA,ZAF,Atlantic Bank,Harbor Bank,USD,85884.2,Trade Finance,Corporate,Family Support,Medium
TXN001171,2025-05-31,CUST_A104,RCV_B204,USA,ZAF,Atlantic Bank,Continental Finance,USD,3409.59,Remittance,Retail,Family Support,Low
TXN001172,2025-06-01,CUST_A101,RCV_B205,USA,ARE,Continental Finance,Mercury Trust,USD,30740.58,Remittance,Corporate,Family Support,Medium
TXN001173,2025-06-01,CUST_A101,RCV_B201,USA,GBR,Atlantic Bank,Harbor Bank,USD,69814.34,Trade Finance,Corporate,Invoice Payment,Medium
TXN001174,2025-06-01,CUST_A102,RCV_B205,GBR,USA,Continental Finance,Continental Finance,USD,38713.63,Remittance,SME,Capital Goods,Low
TXN001175,2025-06-01,CUST_A102,RCV_B204,USA,RUS,Mercury Trust,Harbor Bank,USD,9832.32,Trade Finance,SME,Capital Goods,Low
TXN001176,2025-06-01,CUST_A105,RCV_B202,USA,ZAF,Continental Finance,Harbor Bank,USD,43813.57,ACH,Corporate,Invoice Payment,Medium
TXN001177,2025-06-01,CUST_A105,RCV_B206,USA,RUS,Mercury Trust,Harbor Bank,USD,128948.82,Trade Finance,Corporate,Intercompany Transfer,Medium
TXN001178,2025-06-01,CUST_A103,RCV_B201,USA,DEU,Atlantic Bank,Mercury Trust,USD,266241.94,Wire,NBFI,Services,High
TXN001179,2025-06-01,CUST_A104,RCV_B204,USA,ZAF,Mercury Trust,Atlantic Bank,USD,1470.45,Wire,Retail,Services,Low
TXN001180,2025-06-02,CUST_A103,RCV_B201,USA,RUS,Mercury Trust,Continental Finance,USD,135355.97,ACH,NBFI,Capital Goods,High
TXN001181,2025-06-02,CUST_A104,RCV_B203,USA,ARE,Atlantic Bank,Harbor Bank,USD,2244.47,Trade Finance,Retail,Services,Low
TXN001182,2025-06-02,CUST_A103,RCV_B201,USA,DEU,Mercury Trust,Atlantic Bank,USD,241430.41,ACH,NBFI,Family Support,High
TXN001183,2025-06-02,CUST_A104,RCV_B204,USA,RUS,Atlantic Bank,Mercury Trust,USD,4746.53,Trade Finance,Retail,Invoice Payment,Low
TXN001184,2025-06-02,CUST_A101,RCV_B203,USA,ZAF,Mercury Trust,Atlantic Bank,USD,42706.8,ACH,Corporate,Capital Goods,Medium
TXN001185,2025-06-02,CUST_A104,RCV_B204,USA,ZAF,Atlantic Bank,Continental Finance,USD,2906.12,Trade Finance,Retail,Intercompany Transfer,Low
TXN001186,2025-06-02,CUST_A102,RCV_B201,GBR,USA,Mercury Trust,Harbor Bank,USD,14751.06,Remittance,SME,Family Support,Low
TXN001187,2025-06-02,CUST_A103,RCV_B206,GBR,USA,Continental Finance,Harbor Bank,USD,66051.06,ACH,NBFI,Invoice Payment,High
TXN001188,2025-06-03,CUST_A103,RCV_B202,USA,DEU,Atlantic Bank,Continental Finance,USD,119510.2,Remittance,NBFI,Intercompany Transfer,High
TXN001189,2025-06-03,CUST_A104,RCV_B204,USA,ARE,Harbor Bank,Mercury Trust,USD,2768.28,Wire,Retail,Family Support,Low
TXN001190,2025-06-03,CUST_A106,RCV_B201,USA,GBR,Atlantic Bank,Harbor Bank,USD,7573.82,ACH,SME,Services,Medium
TXN001191,2025-06-03,CUST_A102,RCV_B204,USA,GBR,Mercury Trust,Harbor Bank,USD,11658.06,Wire,SME,Intercompany Transfer,Low
TXN001192,2025-06-04,CUST_A101,RCV_B203,USA,DEU,Continental Finance,Harbor Bank,USD,74001.23,ACH,Corporate,Capital Goods,Medium
TXN001193,2025-06-04,CUST_A106,RCV_B201,USA,ZAF,Harbor Bank,Mercury Trust,USD,15314.46,ACH,SME,Intercompany Transfer,Medium
TXN001194,2025-06-04,CUST_A102,RCV_B206,USA,GBR,Continental Finance,Harbor Bank,USD,29255.17,Trade Finance,SME,Family Support,Low
TXN001195,2025-06-04,CUST_A104,RCV_B202,USA,ARE,Continental Finance,Mercury Trust,USD,1148.82,ACH,Retail,Capital Goods,Low
TXN001196,2025-06-04,CUST_A105,RCV_B202,USA,ZAF,Atlantic Bank,Continental Finance,USD,113859.76,Trade Finance,Corporate,Capital Goods,Medium
TXN001197,2025-06-05,CUST_A104,RCV_B204,USA,GBR,Continental Finance,Continental Finance,USD,3670.94,Remittance,Retail,Family Support,Low
TXN001198,2025-06-05,CUST_A105,RCV_B202,USA,RUS,Atlantic Bank,Continental Finance,USD,174587.31,Remittance,Corporate,Capital Goods,Medium
TXN001199,2025-06-05,CUST_A101,RCV_B204,USA,DEU,Continental Finance,Harbor Bank,USD,69695.18,Wire,Corporate,Invoice Payment,Medium
TXN001200,2025-06-05,CUST_A104,RCV_B206,USA,GBR,Mercury Trust,Continental Finance,USD,1642.5,ACH,Retail,Capital Goods,Low
TXN001201,2025-06-05,CUST_A106,RCV_B203,USA,GBR,Harbor Bank,Harbor Bank,USD,12567.87,Remittance,SME,Invoice Payment,Medium
TXN001202,2025-06-05,CUST_A106,RCV_B205,USA,ZAF,Harbor Bank,Atlantic Bank,USD,20329.05,Remittance,SME,Services,Medium
TXN001203,2025-06-05,CUST_A101,RCV_B203,USA,GBR,Atlantic Bank,Mercury Trust,USD,80869.29,Wire,Corporate,Family Support,Medium
TXN001204,2025-06-05,CUST_A104,RCV_B204,USA,DEU,Atlantic Bank,Harbor Bank,USD,802.2,ACH,Retail,Family Support,Low
TXN001205,2025-06-05,CUST_A106,RCV_B206,USA,DEU,Mercury Trust,Harbor Bank,USD,18929.47,Remittance,SME,Services,Medium
TXN001206,2025-06-05,CUST_A104,RCV_B205,USA,GBR,Continental Finance,Continental Finance,USD,3605.8,Wire,Retail,Family Support,Low
TXN001207,2025-06-06,CUST_A102,RCV_B204,USA,ZAF,Harbor Bank,Continental Finance,USD,13644.66,Remittance,SME,Capital Goods,Low
TXN001208,2025-06-06,CUST_A106,RCV_B201,USA,ARE,Mercury Trust,Continental Finance,USD,44882.98,Trade Finance,SME,Invoice Payment,Medium
TXN001209,2025-06-06,CUST_A104,RCV_B202,USA,GBR,Mercury Trust,Mercury Trust,USD,2703.63,Trade Finance,Retail,Services,Low
TXN001210,2025-06-06,CUST_A106,RCV_B206,USA,ZAF,Mercury Trust,Mercury Trust,USD,7006.11,ACH,SME,Invoice Payment,Medium
TXN001211,2025-06-06,CUST_A101,RCV_B203,USA,ARE,Atlantic Bank,Continental Finance,USD,44015.87,Wire,Corporate,Services,Medium
TXN001212,2025-06-06,CUST_A101,RCV_B202,USA,DEU,Mercury Trust,Atlantic Bank,USD,101845.97,Wire,Corporate,Services,Medium
TXN001213,2025-06-07,CUST_A101,RCV_B203,USA,GBR,Atlantic Bank,Harbor Bank,USD,79955.43,Wire,Corporate,Intercompany Transfer,Medium
TXN001214,2025-06-07,CUST_A102,RCV_B205,USA,ARE,Harbor Bank,Atlantic Bank,USD,34224.95,Trade Finance,SME,Family Support,Low
TXN001215,2025-06-07,CUST_A103,RCV_B203,USA,GBR,Harbor Bank,Continental Finance,USD,69556.48,Trade Finance,NBFI,Intercompany Transfer,High
TXN001216,2025-06-07,CUST_A103,RCV_B205,USA,DEU,Mercury Trust,Continental Finance,USD,41929.66,ACH,NBFI,Family Support,High
TXN001217,2025-06-07,CUST_A103,RCV_B202,USA,RUS,Atlantic Bank,Atlantic Bank,USD,55657.21,Wire,NBFI,Invoice Payment,High
TXN001218,2025-06-07,CUST_A101,RCV_B205,USA,RUS,Harbor Bank,Continental Finance,USD,71133.15,Remittance,Corporate,Intercompany Transfer,Medium
TXN001219,2025-06-07,CUST_A103,RCV_B203,USA,ARE,Continental Finance,Harbor Bank,USD,100024.38,ACH,NBFI,Invoice Payment,High
TXN001220,2025-06-07,CUST_A103,RCV_B204,USA,ARE,Harbor Bank,Harbor Bank,USD,320317.29,Trade Finance,NBFI,Intercompany Transfer,High
TXN001221,2025-06-08,CUST_A104,RCV_B203,USA,DEU,Atlantic Bank,Continental Finance,USD,1930.84,Trade Finance,Retail,Invoice Payment,Low
TXN001222,2025-06-08,CUST_A102,RCV_B201,USA,RUS,Mercury Trust,Continental Finance,USD,38952.42,Trade Finance,SME,Capital Goods,Low
TXN001223,2025-06-08,CUST_A102,RCV_B205,USA,ARE,Continental Finance,Atlantic Bank,USD,32083.13,Trade Finance,SME,Intercompany Transfer,Low
TXN001224,2025-06-08,CUST_A104,RCV_B204,USA,GBR,Mercury Trust,Continental Finance,USD,1948.24,Trade Finance,Retail,Capital Goods,Low
TXN001225,2025-06-08,CUST_A104,RCV_B204,USA,DEU,Continental Finance,Harbor Bank,USD,2033.0,Trade Finance,Retail,Intercompany Transfer,Low
TXN001226,2025-06-08,CUST_A105,RCV_B206,USA,ARE,Harbor Bank,Harbor Bank,USD,52376.4,Trade Finance,Corporate,Capital Goods,Medium
TXN001227,2025-06-08,CUST_A105,RCV_B206,USA,ZAF,Atlantic Bank,Mercury Trust,USD,78622.27,Remittance,Corporate,Invoice Payment,Medium
TXN001228,2025-06-08,CUST_A103,RCV_B202,USA,DEU,Atlantic Bank,Mercury Trust,USD,65341.61,Wire,NBFI,Intercompany Transfer,High
TXN001229,2025-06-08,CUST_A102,RCV_B203,USA,ZAF,Atlantic Bank,Mercury Trust,USD,22589.27,ACH,SME,Family Support,Low
TXN001230,2025-06-08,CUST_A101,RCV_B206,GBR,USA,Continental Finance,Continental Finance,USD,82919.45,Trade Finance,Corporate,Capital Goods,Medium
TXN001231,2025-06-08,CUST_A105,RCV_B205,USA,RUS,Mercury Trust,Harbor Bank,USD,184580.37,Trade Finance,Corporate,Services,Medium
TXN001232,2025-06-08,CUST_A104,RCV_B205,USA,GBR,Harbor Bank,Atlantic Bank,USD,2799.71,Trade Finance,Retail,Family Support,Low
TXN001233,2025-06-08,CUST_A101,RCV_B205,GBR,USA,Harbor Bank,Continental Finance,USD,122718.17,ACH,Corporate,Services,Medium
TXN001234,2025-06-08,CUST_A105,RCV_B206,USA,DEU,Atlantic Bank,Continental Finance,USD,82229.44,Trade Finance,Corporate,Invoice Payment,Medium
TXN001235,2025-06-09,CUST_A106,RCV_B201,USA,GBR,Mercury Trust,Mercury Trust,USD,10687.28,Remittance,SME,Family Support,Medium
